Date,Open,High,Low,Close,Adj Close,Volume
2020-08-17,78.599998,78.959999,78.120003,78.949997,73.513153,5360400
2020-08-18,79.150002,79.360001,78.349998,78.989998,73.550407,5272700
2020-08-19,79.180000,79.389999,77.430000,77.629997,72.284058,6840600
2020-08-20,77.029999,77.650002,76.459999,77.220001,71.902290,5099500
2020-08-21,76.940002,77.269997,76.690002,77.070000,71.762611,5594100
2020-08-24,77.709999,79.139999,77.250000,78.680000,73.261749,5867400
2020-08-25,80.059998,83.070000,79.790001,82.720001,77.023529,17659500
2020-08-26,82.419998,82.750000,81.879997,82.410004,76.734871,7934300
2020-08-27,82.750000,83.639999,82.500000,83.410004,77.666023,9099200
2020-08-28,83.790001,85.290001,83.430000,85.000000,79.146538,9303900
2020-08-31,84.629997,85.360001,84.029999,84.470001,78.653030,6401600
2020-09-01,84.699997,86.089996,84.230003,86.050003,80.124214,8166100
2020-09-02,86.510002,88.750000,86.290001,88.349998,82.265831,11378900
2020-09-03,88.599998,88.980003,85.690002,86.480003,80.524612,11036600
2020-09-04,87.089996,87.779999,85.309998,86.269997,80.329071,10349400
2020-09-08,85.269997,87.580002,84.769997,85.410004,79.528297,11083100
2020-09-09,85.930000,86.830002,84.459999,85.860001,79.947311,6928700
2020-09-10,85.800003,87.070000,84.529999,84.879997,79.034782,7552000
2020-09-11,84.949997,85.849998,84.150002,85.269997,79.397934,7103300
2020-09-14,85.750000,87.059998,85.639999,86.629997,80.664276,5535800
2020-09-15,87.180000,88.250000,87.169998,87.709999,81.669914,8361900
2020-09-16,88.000000,89.430000,87.750000,88.379997,82.293762,7146400
2020-09-17,87.050003,87.320000,85.360001,86.750000,80.776016,7386600
2020-09-18,86.809998,87.239998,84.599998,84.949997,79.099976,10113400
2020-09-21,82.860001,83.949997,81.750000,83.889999,78.112961,7188800
2020-09-22,84.050003,84.389999,83.180000,83.949997,78.168839,4465000
2020-09-23,84.379997,84.900002,82.820000,82.989998,77.274933,6414700
2020-09-24,82.629997,84.139999,81.919998,83.040001,77.321495,4881500
2020-09-25,82.529999,84.690002,82.220001,84.300003,78.494743,5981500
2020-09-28,85.519997,86.239998,84.989998,86.070000,80.142838,5976200
2020-09-29,86.250000,86.250000,84.629997,84.800003,78.960312,4064000
2020-09-30,86.629997,87.160004,85.470001,85.919998,80.003159,10134400
2020-10-01,87.040001,87.449997,86.199997,86.739998,80.766693,7241200
2020-10-02,85.150002,87.129997,85.089996,86.570000,80.608414,5602300
2020-10-05,87.269997,88.680000,87.199997,88.470001,82.377571,7004800
2020-10-06,88.650002,89.279999,86.800003,87.010002,81.018120,7951100
2020-10-07,87.820000,88.980003,87.440002,88.449997,82.358940,5179300
2020-10-08,88.459999,89.610001,88.410004,89.529999,83.364571,4958800
2020-10-09,89.800003,90.330002,89.580002,90.010002,83.811516,6197700
2020-10-12,90.459999,91.099998,89.930000,90.779999,84.528488,5909100
2020-10-13,90.580002,90.849998,89.769997,90.160004,83.951195,5732000
2020-10-14,90.169998,90.599998,88.559998,89.309998,83.159721,4760700
2020-10-15,88.160004,88.870003,87.669998,88.830002,82.712761,5002200
2020-10-16,89.389999,89.629997,88.440002,88.519997,82.424118,4721300
2020-10-19,88.699997,89.570000,87.360001,87.599998,81.567474,5426600
2020-10-20,88.680000,89.720001,88.040001,88.510002,82.414818,4939700
2020-10-21,88.379997,89.160004,88.190002,88.269997,82.191338,4119200
2020-10-22,88.019997,89.379997,87.699997,89.360001,83.206268,4257800
2020-10-23,89.800003,90.959999,89.440002,90.800003,84.547127,7811500
2020-10-26,90.029999,91.129997,88.650002,89.660004,83.485634,7756400
2020-10-27,89.480003,90.349998,89.169998,90.050003,83.848755,8027500
2020-10-28,88.650002,88.949997,86.610001,87.169998,81.167084,12738800
2020-10-29,87.169998,89.110001,86.610001,88.300003,82.219284,8440000
2020-10-30,87.750000,88.389999,85.629997,86.959999,80.971550,11400700
2020-11-02,87.540001,87.769997,85.449997,85.970001,80.049721,8904900
2020-11-03,86.779999,89.059998,86.180000,88.389999,82.303070,6910400
2020-11-04,88.900002,91.290001,88.739998,89.790001,83.606674,10509400
2020-11-05,90.690002,91.160004,89.900002,90.620003,84.379501,6169700
2020-11-06,90.150002,91.199997,89.779999,90.650002,84.407448,6626100
2020-11-09,97.320000,97.650002,95.639999,95.879997,89.277260,16225800
2020-11-10,93.739998,95.269997,93.139999,93.919998,87.864639,10474700
2020-11-11,94.110001,95.830002,94.019997,95.040001,88.912437,8296500
2020-11-12,94.660004,94.760002,92.660004,93.529999,87.499779,7058400
2020-11-13,94.379997,95.589996,93.699997,95.559998,89.398895,5516100
2020-11-16,96.790001,97.809998,96.019997,97.779999,91.475769,9371300
2020-11-17,97.209999,98.779999,96.809998,98.599998,92.242912,8722300
2020-11-18,98.629997,99.330002,97.910004,97.910004,91.597404,6039500
2020-11-19,97.239998,97.919998,96.860001,97.760002,91.457054,4252300
2020-11-20,97.419998,97.540001,96.949997,97.010002,90.755409,4609700
2020-11-23,97.620003,97.860001,96.419998,96.879997,90.633804,4803200
2020-11-24,97.510002,98.720001,97.400002,98.300003,91.962234,6319900
2020-11-25,98.500000,98.540001,97.940002,98.199997,91.868690,4027100
2020-11-27,98.480003,98.980003,98.279999,98.660004,92.299026,2169700
2020-11-30,98.199997,98.290001,96.959999,98.019997,91.700287,5197300
2020-12-01,99.000000,99.260002,98.250000,98.820000,92.448708,4970000
2020-12-02,98.510002,99.040001,98.209999,98.910004,92.532913,3377900
2020-12-03,99.019997,101.000000,98.970001,100.110001,93.655540,6264100
2020-12-04,101.349998,102.940002,101.070000,102.279999,95.685638,6952700
2020-12-07,102.010002,102.220001,100.690002,101.410004,94.871750,4514800
2020-12-08,100.370003,101.570000,100.010002,101.209999,94.684616,3911300
2020-12-09,101.940002,102.209999,100.099998,100.400002,93.926857,6629900
2020-12-10,103.510002,106.089996,102.750000,105.389999,98.595123,12939200
2020-12-11,104.410004,104.779999,102.330002,103.000000,96.359215,6262600
2020-12-14,103.830002,104.709999,103.250000,103.320000,96.658585,5156200
2020-12-15,104.239998,104.860001,103.779999,104.180000,97.463142,5195200
2020-12-16,104.099998,104.800003,102.720001,103.269997,96.611801,6409300
2020-12-17,103.550003,104.040001,102.610001,103.209999,96.555672,4535700
2020-12-18,103.330002,104.110001,102.949997,103.279999,96.621170,10215000
2020-12-21,101.220001,103.150002,100.019997,102.940002,96.303093,7175900
2020-12-22,102.120003,103.169998,101.889999,102.410004,95.807259,4302700
2020-12-23,102.290001,102.690002,101.970001,102.059998,95.479805,3817300
2020-12-24,102.300003,102.360001,101.680000,102.010002,95.433037,1949200
2020-12-28,102.919998,104.379997,102.309998,104.339996,97.612808,5055200
2020-12-29,104.889999,105.779999,104.470001,105.629997,98.819649,4780900
2020-12-30,105.989998,106.620003,105.779999,105.970001,99.137741,3654100
2020-12-31,106.000000,107.139999,105.620003,106.980003,100.082603,3566300
2021-01-04,107.660004,107.750000,102.139999,103.099998,96.452759,8041500
2021-01-05,102.919998,104.260002,102.800003,103.440002,96.770851,5721900
2021-01-06,102.989998,105.209999,102.910004,104.190002,97.472511,5017200
2021-01-07,104.489998,104.639999,102.949997,103.349998,96.686646,5057000
2021-01-08,103.860001,105.760002,103.419998,105.669998,98.857063,5869700
2021-01-11,105.099998,105.639999,104.269997,104.599998,97.856064,4257400
2021-01-12,104.010002,104.320000,102.309998,102.820000,96.190826,4332600
2021-01-13,102.320000,103.379997,101.489998,102.889999,96.256302,4804500
2021-01-14,103.800003,104.190002,101.709999,101.820000,95.255287,4528300
2021-01-15,101.379997,102.690002,101.209999,102.330002,95.732414,5522900
2021-01-19,102.800003,103.599998,101.339996,102.540001,95.928864,6519600
2021-01-20,102.410004,105.849998,102.199997,105.459999,98.660622,5844300
2021-01-21,105.459999,105.489998,104.449997,104.580002,97.837349,5731500
2021-01-22,104.160004,104.470001,103.059998,103.910004,97.210541,5231600
2021-01-25,103.750000,103.949997,102.169998,103.449997,96.780197,5009000
2021-01-26,103.400002,105.209999,103.239998,104.690002,97.940254,7195300
2021-01-27,101.480003,101.779999,96.730003,97.870003,91.559959,18139500
2021-01-28,98.940002,100.529999,98.099998,98.150002,91.821915,8868200
2021-01-29,97.389999,97.790001,95.919998,96.809998,90.568298,8203000
2021-02-01,96.989998,99.620003,96.919998,98.580002,92.224205,7206300
2021-02-02,99.050003,102.480003,98.779999,101.650002,95.096260,6917700
2021-02-03,101.250000,102.650002,100.809998,101.019997,94.506866,3934800
2021-02-04,101.360001,104.239998,101.110001,103.639999,96.957962,6926800
2021-02-05,105.089996,107.540001,104.779999,106.480003,99.614853,8072100
2021-02-08,106.419998,106.529999,105.339996,106.260002,99.409027,4836600
2021-02-09,106.000000,106.830002,105.220001,106.220001,99.371597,4095200
2021-02-10,106.779999,106.900002,104.930000,105.870003,99.044182,4293200
2021-02-11,106.120003,106.230003,105.029999,105.860001,99.034813,2976000
2021-02-12,105.739998,105.940002,104.720001,105.300003,98.510933,3169800
2021-02-16,104.879997,106.589996,104.699997,106.150002,99.306129,4928100
2021-02-17,105.110001,105.459999,104.150002,104.440002,98.122330,5733800
2021-02-18,103.779999,105.339996,103.410004,104.970001,98.620277,4098700
2021-02-19,104.750000,105.279999,103.220001,103.370003,97.117065,4128900
2021-02-22,102.989998,102.989998,101.750000,101.809998,95.651443,5211800
2021-02-23,103.339996,103.339996,99.930000,101.370003,95.238052,8740300
2021-02-24,101.160004,104.510002,100.599998,104.379997,98.065964,7542700
2021-02-25,104.000000,105.769997,103.110001,103.470001,97.211021,7534000
2021-02-26,104.150002,109.480003,103.680000,108.029999,101.495178,15122900
2021-03-01,108.599998,110.470001,106.540001,106.870003,100.405350,7930300
2021-03-02,107.309998,108.250000,105.820000,107.199997,100.715385,5016800
2021-03-03,106.940002,107.959999,106.120003,106.220001,99.794655,5313400
2021-03-04,106.260002,107.169998,103.849998,104.889999,98.545120,7211800
2021-03-05,106.059998,106.059998,102.750000,105.199997,98.836365,5559900
2021-03-08,104.800003,106.889999,104.230003,105.029999,98.676636,5119500
2021-03-09,106.279999,107.970001,105.830002,106.550003,100.104706,5510900
2021-03-10,107.220001,109.070000,106.959999,107.779999,101.260292,6077000
2021-03-11,108.410004,108.570000,107.260002,107.320000,100.828133,4670700
2021-03-12,107.419998,107.989998,106.580002,107.809998,101.288483,3356000
2021-03-15,107.889999,108.949997,107.059998,108.900002,102.312561,7107300
2021-03-16,110.570000,112.339996,109.889999,111.339996,104.604942,11376200
2021-03-17,111.309998,111.459999,108.930000,110.459999,103.778191,10128400
2021-03-18,109.279999,110.269997,107.500000,107.620003,101.109985,7813400
2021-03-19,108.349998,108.849998,105.830002,106.339996,99.907402,21452000
2021-03-22,106.400002,108.419998,106.000000,107.570000,101.062996,7605100
2021-03-23,107.739998,107.949997,105.669998,106.250000,99.822845,5657800
2021-03-24,106.629997,107.279999,104.940002,104.970001,98.620277,5731300
2021-03-25,105.010002,107.699997,104.059998,107.349998,100.856316,8149000
2021-03-26,107.250000,110.000000,107.180000,109.900002,103.252060,6167600
2021-03-29,109.010002,110.250000,106.589996,109.129997,102.528625,5167100
2021-03-30,108.419998,110.449997,108.279999,110.269997,103.599678,4552900
2021-03-31,110.330002,111.620003,109.190002,109.269997,102.660179,6478400
2021-04-01,110.059998,110.059998,108.199997,109.379997,102.763504,5793000
2021-04-05,109.910004,111.349998,109.870003,111.019997,104.304314,6913100
2021-04-06,111.379997,113.820000,111.099998,113.150002,106.305466,6745200
2021-04-07,112.910004,113.760002,112.650002,113.190002,106.343048,5629600
2021-04-08,113.650002,113.959999,112.680000,113.040001,106.202110,5011300
2021-04-09,112.910004,113.269997,111.970001,113.180000,106.333641,4114300
2021-04-12,113.019997,113.889999,112.769997,113.809998,106.925545,4707800
2021-04-13,113.779999,115.599998,113.680000,115.360001,108.381783,4607400
2021-04-14,115.220001,116.239998,114.720001,115.160004,108.193878,3994600
2021-04-15,115.099998,116.889999,114.779999,116.660004,109.603149,5079100
2021-04-16,117.820000,118.500000,116.940002,118.339996,111.181511,5777900
2021-04-19,118.169998,118.980003,117.040001,117.599998,110.486298,4889700
2021-04-20,116.959999,117.260002,115.349998,116.269997,109.236725,5662400
2021-04-21,116.089996,117.260002,115.860001,116.739998,109.678291,4397400
2021-04-22,116.870003,116.879997,115.230003,115.919998,108.907906,5744900
2021-04-23,116.019997,117.980003,115.839996,117.559998,110.448692,4555800
2021-04-26,116.949997,117.250000,115.059998,115.919998,108.907906,5924900
2021-04-27,115.669998,116.389999,115.269997,116.150002,109.124001,7260900
2021-04-28,113.440002,114.150002,111.610001,112.400002,105.600845,14793500
2021-04-29,113.209999,115.150002,112.760002,114.629997,107.695946,8936600
2021-04-30,114.000000,114.949997,113.489998,114.489998,107.564415,6478700
2021-05-03,115.180000,116.739998,115.129997,115.720001,108.720009,5049800
2021-05-04,115.150002,115.400002,113.540001,114.110001,107.207397,6265100
2021-05-05,114.209999,114.879997,113.160004,113.480003,106.615494,4677700
2021-05-06,113.650002,114.809998,113.099998,114.739998,107.799286,4113300
2021-05-07,115.110001,115.839996,114.239998,114.339996,107.423485,4867500
2021-05-10,114.570000,116.089996,114.209999,114.300003,107.385902,5759500
2021-05-11,113.320000,113.690002,112.169998,113.550003,106.681282,7775400
2021-05-12,111.870003,112.389999,109.559998,109.790001,103.559128,7965300
2021-05-13,110.160004,111.180000,109.160004,110.489998,104.219398,7999400
2021-05-14,111.010002,111.589996,110.250000,111.199997,104.889107,6836300
2021-05-17,111.220001,111.269997,109.830002,110.980003,104.681580,4521200
2021-05-18,111.370003,112.209999,111.010002,111.070000,104.766479,5177300
2021-05-19,109.599998,109.940002,108.879997,109.669998,103.445930,5997400
2021-05-20,109.980003,111.690002,109.870003,111.410004,105.087181,5345500
2021-05-21,111.629997,112.220001,110.570000,110.919998,104.624985,5146500
2021-05-24,111.800003,113.029999,111.519997,112.519997,106.134193,5476100
2021-05-25,112.919998,113.150002,112.180000,112.629997,106.237946,5391800
2021-05-26,113.300003,113.870003,112.629997,112.849998,106.445465,3841600
2021-05-27,113.470001,114.089996,112.760002,113.510002,107.068008,7378400
2021-05-28,114.349998,114.349998,113.050003,113.879997,107.417000,4239800
2021-06-01,114.559998,114.620003,113.099998,113.339996,106.907639,4306900
2021-06-02,113.709999,113.709999,112.750000,113.000000,106.586960,5045000
2021-06-03,112.010002,112.239998,110.150002,111.120003,104.813637,5723900
2021-06-04,111.620003,112.070000,111.050003,111.989998,105.634262,4477500
2021-06-07,111.980003,112.279999,110.989998,111.330002,105.011719,4009000
2021-06-08,111.379997,111.989998,110.860001,111.519997,105.190933,4669800
2021-06-09,111.739998,112.190002,111.330002,111.389999,105.068314,3669400
2021-06-10,111.800003,112.430000,111.440002,112.209999,105.841759,3833200
2021-06-11,112.279999,112.830002,112.190002,112.559998,106.171913,3231200
2021-06-14,112.779999,113.230003,111.500000,112.449997,106.068138,4222400
2021-06-15,112.459999,112.500000,111.559998,111.889999,105.539932,3487300
2021-06-16,112.419998,112.570000,110.199997,111.360001,105.040016,4822000
2021-06-17,111.000000,111.949997,110.709999,111.389999,105.068314,4008500
2021-06-18,110.739998,110.750000,109.260002,109.699997,103.474228,7024400
2021-06-21,110.000000,111.370003,109.680000,110.970001,104.672157,5628500
2021-06-22,111.070000,112.260002,110.599998,111.849998,105.502213,3583500
2021-06-23,111.279999,111.970001,111.139999,111.559998,105.228676,3552100
2021-06-24,111.779999,112.910004,111.779999,111.989998,105.634262,3840000
2021-06-25,112.750000,113.220001,112.220001,113.040001,106.624672,12171200
2021-06-28,112.930000,113.050003,111.449997,112.239998,105.870079,4546600
2021-06-29,112.070000,112.690002,111.529999,112.269997,105.898369,3789500
2021-06-30,112.339996,112.589996,111.269997,111.809998,105.464470,6759100
2021-07-01,111.949997,113.489998,111.809998,113.410004,106.973686,4810600
2021-07-02,113.970001,115.300003,113.709999,114.970001,108.445129,4722000
2021-07-06,115.080002,115.849998,114.320000,115.730003,109.162003,5294700
2021-07-07,115.879997,117.769997,115.650002,117.139999,110.491982,5382300
2021-07-08,115.449997,116.760002,115.239998,115.989998,109.407249,4486100
2021-07-09,116.059998,117.739998,116.000000,117.470001,110.803261,3533600
2021-07-12,117.750000,118.779999,117.389999,118.459999,111.737068,5683400
2021-07-13,118.540001,119.989998,118.449997,119.550003,112.765213,5529300
2021-07-14,119.940002,120.830002,119.680000,119.800003,113.001030,5701800
2021-07-15,119.290001,119.580002,118.180000,118.970001,112.218132,6467500
2021-07-16,119.680000,120.480003,118.500000,118.730003,111.991745,5024800
2021-07-19,117.540001,117.550003,114.330002,115.320000,108.775284,7731300
2021-07-20,115.629997,118.070000,115.330002,117.419998,110.756081,5117800
2021-07-21,117.540001,119.650002,117.480003,119.269997,112.501091,4377500
2021-07-22,119.339996,122.919998,119.070000,122.629997,115.670403,7172300
2021-07-23,124.550003,126.320000,123.919998,125.970001,118.820862,7934200
2021-07-26,125.739998,126.099998,124.250000,126.059998,118.905754,4827500
2021-07-27,126.080002,126.160004,124.809998,126.029999,118.877457,6110900
2021-07-28,122.559998,123.330002,121.389999,122.410004,115.462898,11747000
2021-07-29,122.930000,123.470001,122.139999,122.379997,115.434593,6618400
2021-07-30,122.190002,122.980003,121.099998,121.430000,114.538528,5712300
2021-08-02,122.029999,122.980003,120.070000,120.370003,113.538673,5996800
2021-08-03,120.570000,120.750000,117.519997,119.129997,112.369041,6030500
2021-08-04,119.129997,119.209999,117.570000,118.250000,111.539001,6675500
2021-08-05,118.720001,119.089996,118.110001,119.029999,112.274719,4281900
2021-08-06,119.139999,119.209999,118.080002,119.050003,112.293587,6832600
2021-08-09,118.989998,119.019997,117.750000,117.940002,111.246590,4557900
2021-08-10,118.389999,118.500000,115.980003,116.389999,109.784554,9839700
2021-08-11,116.339996,117.290001,115.900002,116.500000,110.314827,6472300
2021-08-12,116.410004,116.779999,115.510002,115.750000,109.604637,4358300
2021-08-13,115.940002,116.830002,115.400002,116.760002,110.561012,4361700
2021-08-16,116.690002,117.730003,116.410004,117.540001,111.299606,5976000
2021-08-17,116.620003,116.940002,115.559998,116.570000,110.381104,4719800
2021-08-18,116.279999,116.739998,115.599998,115.680000,109.538368,4520500
2021-08-19,114.510002,115.070000,113.610001,114.320000,108.250557,5317100
2021-08-20,113.980003,115.000000,113.660004,114.629997,108.544106,3486300
2021-08-23,114.709999,115.459999,114.709999,115.150002,109.036499,4235100
2021-08-24,115.389999,115.849998,114.940002,115.080002,108.970207,3447300
2021-08-25,115.589996,115.989998,115.000000,115.570000,109.434204,3881500
2021-08-26,115.620003,115.769997,113.860001,114.320000,108.250557,5188200
2021-08-27,114.610001,115.389999,114.180000,115.120003,109.008095,4204700
2021-08-30,115.610001,115.820000,114.629997,115.610001,109.472069,3078200
2021-08-31,115.769997,117.599998,115.650002,117.489998,111.252258,6995500
2021-09-01,118.010002,118.330002,117.279999,117.449997,111.214386,4402700
2021-09-02,118.290001,118.360001,116.900002,117.370003,111.138634,3801900
2021-09-03,116.839996,117.580002,116.339996,117.190002,110.968193,2921300
2021-09-07,117.089996,117.129997,115.470001,115.790001,109.642525,4264900
2021-09-08,116.099998,118.190002,115.510002,118.040001,111.773056,5548400
2021-09-09,117.980003,120.070000,117.800003,118.790001,112.483246,4711200
2021-09-10,119.349998,120.760002,118.889999,119.339996,113.004044,6517900
2021-09-13,119.889999,120.150002,118.559998,119.180000,112.852547,4381100
2021-09-14,119.720001,119.860001,118.360001,118.860001,112.549530,4722800
2021-09-15,116.959999,117.019997,113.120003,114.639999,108.553566,11556200
2021-09-16,114.790001,115.269997,113.190002,114.669998,108.581970,7997000
2021-09-17,114.540001,114.849998,113.120003,113.410004,107.388878,9261000
2021-09-20,111.349998,112.269997,110.379997,111.820000,105.883301,7795200
2021-09-21,111.919998,113.599998,111.750000,112.220001,106.262062,5468400
2021-09-22,113.059998,114.029999,112.320000,113.070000,107.066925,4578200
2021-09-23,113.389999,114.709999,113.099998,114.139999,108.080124,3842000
2021-09-24,114.129997,114.860001,113.760002,114.110001,108.051712,3955000
2021-09-27,113.610001,114.669998,112.910004,113.680000,107.644547,3988800
2021-09-28,112.680000,113.000000,111.080002,111.709999,105.779144,5917700
2021-09-29,111.900002,112.519997,111.570000,112.169998,106.214706,4389100
2021-09-30,111.519997,112.160004,110.309998,110.309998,104.453453,5974500
2021-10-01,110.889999,113.459999,110.540001,112.919998,106.924896,5636900
2021-10-04,112.430000,113.080002,111.019997,111.459999,105.542404,4497700
2021-10-05,111.129997,111.480003,110.029999,110.849998,104.964783,5884000
2021-10-06,110.180000,112.019997,109.480003,111.639999,105.712837,5734500
2021-10-07,112.379997,112.980003,112.050003,112.209999,106.252579,5549500
2021-10-08,112.580002,112.660004,111.129997,111.220001,105.315147,3787000
2021-10-11,112.889999,113.559998,110.919998,110.940002,105.050018,5987300
2021-10-12,111.720001,111.870003,110.660004,111.000000,105.106812,3866800
2021-10-13,111.389999,111.480003,109.410004,110.760002,104.879570,4806500
2021-10-14,111.080002,112.610001,111.010002,111.870003,105.930641,5194900
2021-10-15,112.449997,112.919998,110.949997,111.449997,105.532928,5860900
2021-10-18,111.440002,113.570000,110.959999,113.370003,107.350998,4958400
2021-10-19,113.739998,114.540001,112.760002,113.489998,107.464630,5799300
2021-10-20,113.059998,115.110001,112.709999,113.860001,107.814980,7645200
2021-10-21,113.930000,114.559998,113.610001,114.440002,108.364197,3684300
2021-10-22,114.410004,114.980003,114.070000,114.550003,108.468353,3396400
2021-10-25,114.739998,114.879997,113.360001,114.709999,108.619865,4290600
2021-10-26,114.919998,115.279999,114.250000,114.919998,108.818695,5948000
2021-10-27,115.570000,115.570000,113.080002,113.510002,107.483566,5853900
2021-10-28,113.739998,114.599998,112.459999,113.199997,107.190010,7697600
2021-10-29,107.500000,107.989998,104.019997,106.070000,100.438583,27419600
2021-11-01,107.230003,110.150002,107.199997,109.800003,103.970528,14184600
2021-11-02,110.250000,111.820000,109.790001,111.449997,105.532928,11538900
2021-11-03,111.330002,112.919998,110.110001,112.610001,106.631348,6422600
2021-11-04,111.599998,112.419998,110.930000,112.160004,106.205246,8212600
2021-11-05,113.239998,117.330002,113.139999,116.910004,110.703056,10256800
2021-11-08,116.519997,117.470001,114.570000,115.160004,109.045967,8753300
2021-11-09,114.650002,115.599998,113.370003,114.129997,108.070656,6754700
2021-11-10,112.910004,114.459999,112.599998,113.250000,107.699760,6563700
2021-11-11,113.250000,113.250000,110.540001,111.440002,105.978470,7191900
2021-11-12,111.739998,112.239998,111.089996,111.720001,106.244743,7350400
2021-11-15,112.120003,113.650002,111.580002,111.870003,106.387405,6566100
2021-11-16,112.279999,113.110001,111.510002,112.230003,106.729752,7965000
2021-11-17,112.220001,113.110001,111.660004,112.519997,107.005539,5768600
2021-11-18,112.120003,113.230003,111.339996,112.900002,107.366920,5632100
2021-11-19,112.730003,112.900002,109.769997,110.779999,105.350807,6921800
2021-11-22,111.110001,112.589996,110.669998,111.449997,105.987968,5967300
2021-11-23,112.000000,114.110001,111.779999,113.580002,108.013596,7911000
2021-11-24,113.410004,114.260002,113.080002,113.970001,108.384476,4464300
2021-11-26,110.010002,110.830002,109.250000,110.660004,105.236694,6703200
2021-11-29,111.360001,111.690002,109.620003,110.730003,105.303261,7114100
2021-11-30,109.550003,111.089996,109.050003,109.639999,104.266678,9483300
2021-12-01,110.959999,113.349998,108.550003,108.660004,103.334732,7618500
2021-12-02,109.169998,112.080002,109.169998,111.419998,105.959442,7709400
2021-12-03,111.849998,112.849998,110.080002,111.239998,105.788254,7014100
2021-12-06,112.010002,114.169998,111.709999,113.360001,107.804359,8280200
2021-12-07,115.059998,117.190002,114.790001,116.260002,110.562241,8786900
2021-12-08,115.779999,116.650002,115.150002,116.250000,110.552734,5807000
2021-12-09,115.800003,116.410004,115.239998,115.349998,109.696838,5664700
2021-12-10,115.820000,117.089996,115.779999,116.730003,111.009216,6110800
2021-12-13,116.160004,116.830002,115.220001,115.559998,109.896545,6479400
2021-12-14,114.570000,115.300003,114.029999,114.709999,109.088219,6854600
2021-12-15,114.809998,115.199997,112.760002,114.680000,109.059669,6902400
2021-12-16,115.000000,115.400002,113.220001,113.589996,108.023087,7544400
2021-12-17,111.269997,111.800003,108.220001,108.629997,103.306175,13696900
2021-12-20,107.070000,108.120003,106.610001,108.089996,102.792641,6313700
2021-12-21,109.000000,110.900002,108.870003,110.370003,104.960915,4682200
2021-12-22,110.199997,111.779999,110.000000,111.739998,106.263763,3643300
2021-12-23,112.230003,112.910004,111.989998,112.370003,106.862892,3359600
2021-12-27,112.599998,114.370003,112.389999,114.220001,108.622231,3716700
2021-12-28,114.000000,116.279999,113.809998,115.570000,109.906044,4561600
2021-12-29,115.400002,116.959999,115.309998,116.379997,110.676369,4215300
2021-12-30,116.379997,117.339996,116.080002,116.239998,110.543228,4068700
2021-12-31,115.669998,117.480003,115.599998,116.970001,111.237450,3674900
2022-01-03,116.470001,117.800003,114.779999,116.680000,110.961670,5475700
2022-01-04,116.900002,117.050003,114.169998,114.239998,108.641235,8367600
2022-01-05,114.400002,114.959999,110.400002,110.440002,105.027481,8662300
2022-01-06,110.000000,111.879997,109.989998,111.139999,105.693161,6099900
2022-01-07,108.220001,109.709999,107.480003,107.570000,102.298126,11266400
2022-01-10,106.620003,107.010002,104.419998,106.029999,100.833603,8499400
2022-01-11,106.040001,106.169998,103.709999,104.040001,98.941132,13073200
2022-01-12,104.440002,105.320000,103.680000,103.870003,98.779465,11810500
2022-01-13,104.150002,104.669998,102.089996,102.400002,97.381508,9818500
2022-01-14,101.910004,101.910004,99.089996,100.120003,95.213242,13703200
2022-01-18,99.169998,99.360001,97.510002,97.730003,92.940369,11396000
2022-01-19,97.940002,98.389999,96.779999,96.870003,92.122520,10856800
2022-01-20,97.489998,98.940002,95.589996,95.720001,91.028885,20311500
2022-01-21,95.900002,98.410004,95.470001,96.309998,91.589966,13438300
2022-01-24,94.750000,98.349998,94.410004,98.099998,93.292244,17201400
2022-01-25,96.669998,98.089996,95.129997,97.010002,92.255661,12368500
2022-01-26,97.699997,98.639999,94.900002,95.580002,90.895737,11863000
2022-01-27,96.620003,97.169998,95.059998,95.320000,90.648476,7322200
2022-01-28,95.059998,97.220001,93.790001,97.209999,92.445854,8345400
2022-01-31,97.029999,98.400002,96.419998,98.320000,93.501457,8807700
2022-02-01,98.419998,99.029999,96.800003,98.760002,93.919891,11601900
2022-02-02,95.800003,99.150002,94.739998,97.730003,92.940369,15578800
2022-02-03,96.839996,97.470001,95.669998,95.940002,91.238106,8901100
2022-02-04,95.410004,95.940002,93.830002,95.000000,90.344162,8267600
2022-02-07,95.349998,96.110001,94.879997,95.190002,90.524864,6849000
2022-02-08,95.290001,96.029999,94.349998,94.919998,90.268089,7161000
2022-02-09,96.250000,97.970001,96.199997,97.129997,92.369759,9353700
2022-02-10,95.459999,96.809998,94.980003,95.309998,91.098541,9098800
2022-02-11,95.589996,96.489998,93.360001,93.730003,89.588364,6924800
2022-02-14,93.750000,94.489998,92.419998,93.650002,89.511894,7948500
2022-02-15,95.150002,95.459999,94.360001,94.510002,90.333900,7722200
2022-02-16,94.339996,95.550003,93.160004,95.180000,90.974289,6545800
2022-02-17,94.419998,94.629997,92.779999,93.050003,88.938408,6578200
2022-02-18,92.559998,94.050003,92.529999,93.339996,89.215591,6210600
2022-02-22,93.599998,94.040001,92.360001,93.110001,88.995758,8622500
2022-02-23,93.879997,93.879997,89.440002,89.650002,85.688644,9674800
2022-02-24,87.500000,91.199997,87.250000,91.010002,86.988556,9260500
2022-02-25,91.300003,92.790001,90.279999,92.580002,88.489174,7039400
2022-02-28,91.290001,92.309998,90.620003,91.790001,87.734085,8591500
2022-03-01,91.489998,91.510002,89.650002,90.139999,86.156990,7100700
